id_carte,code_set,numero,nom_fr,nom_en,type_carte,rarete,element,hp,talent_nom_fr,talent_effet_fr,attaque1_nom_fr,attaque1_cout,attaque1_degats,attaque1_effet_fr,attaque2_nom_fr,attaque2_cout,attaque2_degats,attaque2_effet_fr,faiblesse,retraite,illustrateur,image_url,source
PKT-PROMO-B-042,PROMO-B,42,Ramoloss,Slowpoke,pokemon,etoile,eau,70,,,Coup d'Boule,eau|incolore,30,,,,,,electrique,2,Yoshimi Miyoshi,,pokekalos
PKT-PROMO-B-043,PROMO-B,43,Dynavolt,Electrike,pokemon,diamant,electrique,60,,,Attaque Imprudente,electrique,30,Ce Pokémon s'inflige aussi 10 dégâts.,,,,,combat,1,Miki Tanaka,,pokekalos
PKT-PROMO-B-044,PROMO-B,44,Vrombi,Varoom,pokemon,diamant,metal,60,,,Gaz Toxik,metal,,Le Pokémon Actif de votre adversaire est maintenant Empoisonnés.,,,,,feu,1,Kouki Saitou,,pokekalos
PKT-PROMO-B-045,PROMO-B,45,Tranchodon,Haxorus,pokemon,diamant,dragon,150,,,,combat|metal|incolore,50,Cette attaque inflige 20 dégâts supplémentaires pour chaque Pokémon de Banc (les vôtres et ceux de votre adversaire).,,,,,type-inconnu-0,2,Uta,,pokekalos
PKT-PROMO-B-046,PROMO-B,46,Pijako,Chatot,pokemon,diamant,incolore,70,,,,incolore,10,Piochez une carte.,,,,,electrique,1,0313,,pokekalos
PKT-PROMO-B-047,PROMO-B,47,Fantominus,Gastly,pokemon,diamant,obscurite,60,,,Murmure,obscurite,20,,,,,,combat,1,kodama,,pokekalos
PKT-PROMO-B-048,PROMO-B,48,Grodoudou,Wigglytuff,pokemon,diamant,incolore,110,,,Enfoncement,incolore|incolore|incolore,80,,,,,,combat,2,Mizue,,pokekalos
PKT-PROMO-B-049,PROMO-B,49,Victini,Victini,pokemon,etoile,feu,70,,"Une seule fois pendant votre tour, après avoir lancé des pièces pour une attaque d'un de vos Pokémon Feu, vous pouvez ignorer le résultat des lancers de pièce et lancer ces pièces à nouveau. Vous ne pouvez pas utiliser plus d'un talent Victorieux par tour.",,feu|incolore,40,,,,,,eau,1,Orca,,pokekalos
PKT-PROMO-B-050,PROMO-B,50,Meloetta,Meloetta,pokemon,diamant,psy,70,Chant Étrange,"Au début de votre tour, si ce Pokémon est sur le Poste Actif, ajoutez au hasard un Pokémon Psy de votre deck à votre main.",Piqûre Psy,psy|psy,50,,,,,,obscurite,1,Mizue,,pokekalos
PKT-PROMO-B-051,PROMO-B,51,Zygarde,Zygarde,pokemon,diamant,combat,80,,,Morsure,combat,30,,,,,,plante,1,Akira Komayama,,pokekalos
PKT-PROMO-B-052,PROMO-B,52,Zygarde,Zygarde,pokemon,diamant,combat,120,,,,combat|combat|incolore,60,Soignez 20 dégâts de ce Pokémon.,,,,,plante,2,Shin Nagasawa,,pokekalos
PKT-PROMO-B-053,PROMO-B,53,Zygarde-ex,Zygarde ex,pokemon,diamant,combat,170,,,,combat|combat|combat,100,Lancez 2 pièces. Cette attaque inflige 100 dégâts pour chaque côté face.,,,,,plante,4,PLANETA CG Works,,pokekalos
PKT-PROMO-B-054,PROMO-B,54,Évoli,Eevee,pokemon,diamant,incolore,50,Évolution Boostée,"Tant que ce Pokémon est sur le Poste Actif, il peut évoluer pendant votre premier tour ou pendant le tour où vous le jouez.",Ruée,incolore,10,,,,,,combat,1,Lee HyunJung,,pokekalos
PKT-PROMO-B-055,PROMO-B,55,Zygarde-ex,Zygarde ex,pokemon,etoile,combat,170,,,,combat|combat|combat,100,Lancez 2 pièces. Cette attaque inflige 100 dégâts pour chaque côté face.,,,,,plante,4,PLANETA CG Works,,pokekalos
PKT-PROMO-B-056,PROMO-B,56,Méga-Scarhino-ex,Mega Heracross ex,pokemon,diamant,plante,180,,,,plante|plante|plante|incolore,170,"Lancez une pièce. Si c'est pile, ce Pokémon s'inflige aussi 60 dégâts.",,,,,feu,3,PLANETA CG Works,,pokekalos
PKT-PROMO-B-057,PROMO-B,57,Morphéo Forme Solaire,Castform Sunny Form,pokemon,diamant,feu,70,,,,feu,30,"Si un Stade est en jeu, le Pokémon Actif de votre adversaire est maintenant Brûlé.",,,,,eau,1,Yuka Morii,,pokekalos
PKT-PROMO-B-058,PROMO-B,58,Gruikui,Tepig,pokemon,diamant,feu,60,,,,feu,10,"Lancez une pièce. Si c'est face, cette attaque inflige 30 dégâts de plus.",,,,,eau,1,Kouki Saitou,,pokekalos
PKT-PROMO-B-059,PROMO-B,59,Crabicoque,Dwebble,pokemon,diamant,combat,70,Coque Armure,Ce Pokémon subit − 10 dégâts provenant des attaques.,Ruée,combat,10,,,,,,plante,2,Akira Komayama,,pokekalos
PKT-PROMO-B-060,PROMO-B,60,Zarude,Zarude,pokemon,diamant,obscurite,90,,,,obscurite|obscurite,40,"Si au moins un de vos Pokémon Ténèbres a été mis K.O par les dégâts d'une attaque pendant le dernier tour de votre adversaire, cette attaque inflige 80 dégâts supplémentaires.",,,,,plante,1,Shin Nagasawa,,pokekalos
PKT-PROMO-B-061,PROMO-B,61,Arcko,Treecko,pokemon,diamant,plante,60,,,Écras'Face,plante,20,,,,,,feu,1,Sekio,,pokekalos
PKT-PROMO-B-062,PROMO-B,62,Gallame,Gallade,pokemon,diamant,combat,150,,,,combat|incolore|incolore,70,"Si un Stade est en jeu, cette attaque inflige 70 dégâts supplémentaires.",,,,,psy,2,kawayoo,,pokekalos
PKT-B1a-001,B1a,1,Bulbizarre,Bulbasaur,pokemon,diamant,plante,60,,,Charge,plante,20,,,,,,feu,1,Sumiyoshi Kizuki,,pokekalos
PKT-B1a-002,B1a,2,Herbizarre,Ivysaur,pokemon,diamant,plante,100,,,Synthèse,plante,,Prenez 2 Énergies Plante de votre zone Énergie et attachez-les à ce Pokémon.,,,,,feu,3,Kanako Eo,,pokekalos
PKT-B1a-003,B1a,3,Florizarre,Venusaur,pokemon,diamant,plante,160,,,Fouet Empoisonné,plante|plante|incolore|incolore,90,Le Pokémon Actif de votre adversaire est maintenant Empoisonnés.,,,,,feu,3,Eske Yoshinob,,pokekalos
PKT-B1a-004,B1a,4,Méga-Florizarre-ex,Mega Venusaur ex,pokemon,diamant,plante,240,,,Floraison Fatale,plante|plante|incolore|incolore,120,Le Pokémon Actif de votre adversaire est maintenant Empoisonnés et Endormi.,,,,,feu,4,PLANETA CG Works,,pokekalos
PKT-B1a-005,B1a,5,Mimigal,Spinarak,pokemon,diamant,plante,50,,,Dard,plante,20,,,,,,feu,1,kodama,,pokekalos
PKT-B1a-006,B1a,6,Migalos,Ariados,pokemon,diamant,plante,90,Territoire Piégé,Le Coût de Retraite du Pokémon Actif de votre adversaire est augmenté de 1.,Transpercement,plante,30,,,,,,feu,1,Tika Matsuno,,pokekalos
PKT-B1a-007,B1a,7,Tournegrin,Sunkern,pokemon,diamant,plante,50,,,Canon Graine,plante,20,,,,,,feu,1,Saboteri,,pokekalos
PKT-B1a-008,B1a,8,Héliatronc,Sunflora,pokemon,diamant,plante,100,,,Rayon de Croissance,plante,30,"Si Extrait de Croissance est dans votre pile de défausse, cette attaque inflige 30 dégâts supplémentaires.",,,,,feu,2,Saboteri,,pokekalos
PKT-B1a-009,B1a,9,Cheniti,Burmy,pokemon,diamant,plante,60,,,Suspension,incolore|incolore,30,,,,,,feu,1,Miki Tanaka,,pokekalos
PKT-B1a-010,B1a,10,Papilord,Mothim,pokemon,diamant,plante,100,,,Vent Glacial,incolore|incolore|incolore,70,,,,,,electrique,1,saino misaki,,pokekalos
PKT-B1a-011,B1a,11,Salamèche,Charmander,pokemon,diamant,feu,60,,,Morsure,feu|incolore,40,,,,,,eau,1,DOM,,pokekalos
PKT-B1a-012,B1a,12,Reptincel,Charmeleon,pokemon,diamant,feu,80,Préchauffe,"Une fois pendant votre tour, lorsque vous jouez ce Pokémon de votre main pour faire évoluer un de vos Pokémon, vous pouvez prendre une Énergie Feu de votre zone Énergie et l'attacher à votre Pokémon Feu Actif.",Crachage de Feu Régulier,feu|feu|incolore,50,,,,,,eau,2,DOM,,pokekalos
PKT-B1a-013,B1a,13,Dracaufeu,Charizard,pokemon,diamant,feu,150,,,Torrent d'Enfer,feu|feu|feu|incolore,150,Ce Pokémon s'inflige aussi 30 dégâts.,,,,,eau,3,DOM,,pokekalos
PKT-B1a-014,B1a,14,Méga-Dracaufeu Y-ex,Mega Charizard Y ex,pokemon,diamant,feu,220,,,Plongeon Écarlate,feu|feu|feu|incolore,250,Ce Pokémon s'inflige aussi 50 dégâts.,,,,,eau,2,PLANETA Igarashi,,pokekalos
PKT-B1a-015,B1a,15,Malosse,Houndour,pokemon,diamant,feu,60,,,Hurlement,incolore,,Échangez le Pokémon Actif de votre adversaire avec l'un de ses Pokémon de Banc. <i>(Votre adversaire choisit le nouveau Pokémon Actif.)</i>,,,,,eau,1,Naoyo Kimura,,pokekalos
PKT-B1a-016,B1a,16,Démolosse,Houndoom,pokemon,diamant,feu,90,,,Croc Aiguisé,feu,50,,,,,,eau,1,Midori Harada,,pokekalos
PKT-B1a-017,B1a,17,Carapuce,Squirtle,pokemon,diamant,eau,70,,,Queue Battoir,eau|incolore,40,,,,,,electrique,1,Naoki Saito,,pokekalos
PKT-B1a-018,B1a,18,Carabaffe,Wartortle,pokemon,diamant,eau,90,Carapace,"Tant que ce Pokémon est sur votre Banc, évitez tous les dégâts infligés à ce Pokémon par les attaques.",Cascade,eau|eau|incolore,60,,,,,,electrique,2,Taiga Kasai,,pokekalos
PKT-B1a-019,B1a,19,Tortank,Blastoise,pokemon,diamant,eau,150,,,Double Vague,eau|eau|incolore,90,"Si ce Pokémon a au moins 2 Énergies Eau de plus, cette attaque inflige également 50 dégâts à un des Pokémon de Banc de votre adversaire.",,,,,electrique,3,Hitoshi Ariga,,pokekalos
PKT-B1a-020,B1a,20,Méga-Tortank-ex,Mega Blastoise ex,pokemon,diamant,eau,230,,,Triple Bombardement,eau|eau|incolore,130,"Si ce Pokémon a au moins 3 Énergies Eau de plus, cette attaque inflige également 50 dégâts à deux des Pokémon de Banc de votre adversaire.",,,,,electrique,3,PLANETA CG Works,,pokekalos
PKT-B1a-021,B1a,21,Bargantua,Basculin,pokemon,diamant,eau,80,,,Frappe Surprise,eau|incolore,40,"Si ce Pokémon a été déplacé de votre Banc vers le Poste Actif pendant ce tour, cette attaque inflige 40 dégâts supplémentaires.",,,,,electrique,1,Naoyo Kimura,,pokekalos
PKT-B1a-022,B1a,22,Flingouste,Clauncher,pokemon,diamant,eau,60,,,Pistolet à O,eau,20,,,,,,electrique,1,Krgc,,pokekalos
PKT-B1a-023,B1a,23,Gamblast,Clawitzer,pokemon,diamant,eau,100,,,Aqua-Douche,eau,,Cette attaque inflige 20 dégâts à chacun des Pokémon de votre adversaire.,,,,,electrique,2,tetsuya koizumi,,pokekalos
PKT-B1a-024,B1a,24,Magnéti,Magnemite,pokemon,diamant,electrique,50,,,Boule Élek,electrique,30,,,,,,combat,1,Hajime Kusajima,,pokekalos
PKT-B1a-025,B1a,25,Magnéton,Magneton,pokemon,diamant,electrique,80,,,Étincelle,electrique,20,Cette attaque inflige aussi 20 dégâts à un des Pokémon de Banc de votre adversaire.,,,,,combat,2,Tomokazu Komiya,,pokekalos
PKT-B1a-026,B1a,26,Magnézone,Magnezone,pokemon,diamant,electrique,150,,,Miroi-Tir,electrique|incolore|incolore,90,"Pendant le prochain tour de votre adversaire, si le Pokémon Défenseur essaie d'utiliser une attaque, votre adversaire lance une pièce. Si c'est pile, l'attaque n'est pas lancée.",,,,,combat,2,Kagemaru Himeno,,pokekalos
PKT-B1a-027,B1a,27,Emolga,Emolga,pokemon,diamant,electrique,70,,,Éclair Fulgurant,electrique|incolore,50,,,,,,electrique,1,Megumi Mizutani,,pokekalos
PKT-B1a-028,B1a,28,Galvaran,Helioptile,pokemon,diamant,electrique,60,,,Éclair,electrique,10,"Lancez une pièce. Si c'est face, le Pokémon Actif de votre adversaire est maintenant Paralysés.",,,,,combat,1,Miki Tanaka,,pokekalos
PKT-B1a-029,B1a,29,Iguolta,Heliolisk,pokemon,diamant,electrique,100,,,Tonnerre,electrique|electrique,120,Défaussez toutes les Énergies de ce Pokémon.,,,,,combat,1,kawayoo,,pokekalos
PKT-B1a-030,B1a,30,Feuforêve,Misdreavus,pokemon,diamant,psy,50,,,Mentor,psy,,Ajoutez une carte Supporter au hasard de votre deck à votre main.,,,,,obscurite,1,sui,,pokekalos
PKT-B1a-031,B1a,31,Magirêve,Mismagius,pokemon,diamant,psy,90,,,Force Ajoutée,psy|psy,60,Déplacez toute l'Énergie Psy de ce Pokémon vers un de vos Pokémon de Banc.,,,,,obscurite,1,Ligton,,pokekalos
PKT-B1a-032,B1a,32,Nucléos,Solosis,pokemon,diamant,psy,40,,,Roulade,psy,20,,,,,,obscurite,1,osare,,pokekalos
PKT-B1a-033,B1a,33,Méios,Duosion,pokemon,diamant,psy,70,,,Piqûre Psy,psy|incolore,50,,,,,,obscurite,1,Pani Kobayashi,,pokekalos
PKT-B1a-034,B1a,34,Symbios,Reuniclus,pokemon,diamant,psy,90,Amplification Infinie,Chaque Énergie Psy attachée à ce Pokémon lui ajoute 30 PV.,Coup de Poing Psy,incolore|incolore|incolore,90,,,,,,obscurite,3,Kagemaru Himeno,,pokekalos
PKT-B1a-035,B1a,35,Fluvetin,Spritzee,pokemon,diamant,psy,60,,,Doux Parfum,psy,,Soignez 20 dégâts d'un de vos Pokémon.,,,,,metal,1,Tika Matsuno,,pokekalos
PKT-B1a-036,B1a,36,Cocotine,Aromatisse,pokemon,diamant,psy,100,,,Explosion Parfumée,psy|incolore,60,"Pendant le prochain tour de votre adversaire, les attaques utilisées par le Pokémon Défenseur coûtent une Énergie Dragon de plus.",,,,,metal,2,Mizue,,pokekalos
PKT-B1a-037,B1a,37,Xerneas,Xerneas,pokemon,diamant,psy,120,,,Géo-Éclat,psy|psy|incolore,120,Les dégâts infligés par cette attaque sont réduits du montant des dégâts déjà subis par ce Pokémon.,,,,,metal,2,sui,,pokekalos
PKT-B1a-038,B1a,38,Onix,Onix,pokemon,diamant,combat,100,,,Tunnel,incolore|incolore|incolore,30,"Lancez une pièce. Si c'est face, pendant le prochain tour de votre adversaire, évitez tous les dégâts et les effets d'attaques infligés à ce Pokémon.",,,,,plante,3,Naoyo Kimura,,pokekalos
PKT-B1a-039,B1a,39,Makuhita,Makuhita,pokemon,diamant,combat,80,,,Force,combat|combat,40,,,,,,psy,2,Tomokazu Komiya,,pokekalos
PKT-B1a-040,B1a,40,Hariyama,Hariyama,pokemon,diamant,combat,120,,,Grande Claque Titanesque,combat|combat|combat,90,,,,,,psy,3,Naoyo Kimura,,pokekalos
PKT-B1a-041,B1a,41,Tarinor,Nosepass,pokemon,diamant,combat,70,,,Botte Secrète,incolore,10,"Lancez une pièce. Si c'est face, cette attaque inflige 20 dégâts de plus.",,,,,plante,2,Miki Tanaka,,pokekalos
PKT-B1a-042,B1a,42,Méga-Lockpin-ex,Mega Lopunny ex,pokemon,diamant,combat,190,,,Pieds Vifs,combat|combat,90,Lancez 2 pièces. Cette attaque inflige 90 dégâts pour chaque côté face. Le Pokémon Actif de votre adversaire est maintenant Confus.,,,,,psy,1,PLANETA Yamashita,,pokekalos
PKT-B1a-043,B1a,43,Kungfouine,Mienfoo,pokemon,diamant,combat,50,,,Coup Tranchant,combat,30,,,,,,psy,1,yuu,,pokekalos
PKT-B1a-044,B1a,44,Shaofouine,Mienshao,pokemon,diamant,combat,90,,,Balayette,combat,50,,,,,,psy,1,Suwama Chiaki,,pokekalos
PKT-B1a-045,B1a,45,Tadmorv,Grimer,pokemon,diamant,obscurite,80,,,Bombe Beurk,obscurite|obscurite,40,,,,,,combat,3,Kagemaru Himeno,,pokekalos
PKT-B1a-046,B1a,46,Grotadmorv,Muk,pokemon,diamant,obscurite,130,,,Détricanon,obscurite|obscurite|obscurite,70,Le Pokémon Actif de votre adversaire est maintenant Empoisonnés.,,,,,combat,3,Scav,,pokekalos
PKT-B1a-047,B1a,47,Chacripan,Purrloin,pokemon,diamant,obscurite,60,,,Croche-Pied,obscurite,10,"Lancez une pièce. Si c'est face, cette attaque inflige 30 dégâts de plus.",,,,,plante,1,Sumiyoshi Kizuki,,pokekalos
PKT-B1a-048,B1a,48,Léopardus,Liepard,pokemon,diamant,obscurite,90,,,Vol à l'Arraché,obscurite,60,"Votre adversaire montre une carte de sa main au hasard, puis la mélange avec son deck. Mélangez ce Pokémon avec votre deck.",,,,,plante,1,AKIRA EGAWA,,pokekalos
PKT-B1a-049,B1a,49,Miamiasme,Trubbish,pokemon,diamant,obscurite,70,,,Gluant,obscurite|incolore,30,,,,,,combat,1,Shibuzoh.,,pokekalos
PKT-B1a-050,B1a,50,Miasmax,Garbodor,pokemon,diamant,obscurite,130,,,Bombe Acide,obscurite|obscurite|incolore,70,"Lancez une pièce. Si c'est face, défaussez au hasard une Énergie du Pokémon Actif de votre adversaire.",,,,,combat,3,Aya Kusube,,pokekalos
PKT-B1a-051,B1a,51,Steelix,Steelix,pokemon,diamant,metal,150,,,Défense Métallique,metal|metal|incolore|incolore,100,"Pendant le prochain tour de votre adversaire, ce Pokémon n'a pas de Faiblesse.",,,,,feu,4,NC Empire,,pokekalos
PKT-B1a-052,B1a,52,Méga-Steelix-ex,Mega Steelix ex,pokemon,diamant,metal,220,,,Roulade Diamantine,metal|metal|incolore|incolore,120,"Pendant le prochain tour de votre adversaire, ce Pokémon subit − 20 dégâts provenant des attaques et n'a pas de Faiblesse.",,,,,feu,4,PLANETA Yamashita,,pokekalos
PKT-B1a-053,B1a,53,Tarinorme,Probopass,pokemon,diamant,metal,130,,,Turbo Métallique,metal|metal,40,Prenez 2 Énergies Métal de votre zone Énergie et attachez-les à l'un de vos Pokémon de Banc.,,,,,feu,4,Anesaki Dynamic,,pokekalos
PKT-B1a-054,B1a,54,Genesect,Genesect,pokemon,diamant,metal,110,,,Explosion Métallique,incolore|incolore|incolore,10,Cette attaque inflige 20 dégâts supplémentaires pour chaque Énergie Métal attachée à ce Pokémon.,,,,,feu,2,kawayoo,,pokekalos
PKT-B1a-055,B1a,55,Métamorph,Ditto,pokemon,diamant,incolore,60,,,Copitage,incolore,,"Choisissez une des attaques d'un de vos Pokémon de Banc, à l'exception des Pokémon- <em>ex</em> , et utilisez-la en tant que cette attaque. Si ce Pokémon n'a pas l'Énergie nécessaire pour utiliser cette attaque, cette attaque ne fait rien.",,,,,combat,1,Yuka Morii,,pokekalos
PKT-B1a-056,B1a,56,Porygon,Porygon,pokemon,diamant,incolore,60,,,Raidissement,incolore,,"Pendant le prochain tour de votre adversaire, ce Pokémon subit − 20 dégâts provenant des attaques.",,,,,combat,1,Hisao Nakamura,,pokekalos
PKT-B1a-057,B1a,57,Porygon2,Porygon2,pokemon,diamant,incolore,90,,,Attaque Rapide,incolore|incolore,40,,,,,,combat,2,Kent Kanetsuna,,pokekalos
PKT-B1a-058,B1a,58,Porygon-Z,Porygon-Z,pokemon,diamant,incolore,140,,,Cyberpiratage,incolore|incolore|incolore,20,Cette attaque inflige 20 dégâts supplémentaires pour chaque carte Dresseur dans le deck de votre adversaire.,,,,,combat,2,Shibuzoh.,,pokekalos
PKT-B1a-059,B1a,59,Étourmi,Starly,pokemon,diamant,incolore,60,,,Appel à la Famille,incolore,,Placez une carte Étourmi au hasard de votre deck sur votre Banc.,,,,,electrique,1,Kyoko Umemoto,,pokekalos
PKT-B1a-060,B1a,60,Étourvol,Staravia,pokemon,diamant,incolore,80,,,Vive-Attaque,incolore|incolore,30,"Lancez une pièce. Si c'est face, cette attaque inflige 30 dégâts de plus.",,,,,electrique,1,Suwama Chiaki,,pokekalos
PKT-B1a-061,B1a,61,Étouraptor,Staraptor,pokemon,diamant,incolore,140,,,Tornad'Aile,incolore|incolore|incolore,50,Lancez 4 pièces. Cette attaque inflige 50 dégâts pour chaque côté face.,,,,,electrique,1,AKIRA EGAWA,,pokekalos
PKT-B1a-062,B1a,62,Laporeille,Buneary,pokemon,diamant,incolore,60,,,Double Pied,incolore,20,Lancez 2 pièces. Cette attaque inflige 20 dégâts pour chaque côté face.,,,,,combat,1,Kouki Saitou,,pokekalos
PKT-B1a-063,B1a,63,Lockpin,Lopunny,pokemon,diamant,incolore,90,,,Double Pied,incolore|incolore,50,Lancez 2 pièces. Cette attaque inflige 50 dégâts pour chaque côté face.,,,,,combat,1,Ryuta Fuse,,pokekalos
PKT-B1a-064,B1a,64,Frison,Bouffalant,pokemon,diamant,incolore,100,,,Vendetta,incolore|incolore,40,"Si au moins l'un de vos Pokémon a été mis K.O. par les dégâts d'une attaque pendant le dernier tour de votre adversaire, cette attaque inflige 40 dégâts supplémentaires.",,,,,combat,2,Sanosuke Sakuma,,pokekalos
PKT-B1a-065,B1a,65,Couafarel,Furfrou,pokemon,diamant,incolore,70,Toison Épaisse,Ce Pokémon subit − 20 dégâts provenant des attaques.,Charge,incolore,30,,,,,,combat,1,Kazumasa Yasukuni,,pokekalos
PKT-B1a-066,B1a,66,Sac de Lem,Clemont's Backpack,dresseur-objet,diamant,,,,,,,,"Pendant ce tour, les attaques de votre Magnéton ou votre Iguolta infligent + 20 dégâts aux Pokémon de votre adversaire.",,,,,,0,AYUMI ODASHIMA,,pokekalos
PKT-B1a-067,B1a,67,Extrait de Croissance,Quick-Grow Extract,dresseur-objet,diamant,,,,,,,,"Choisissez un de vos Pokémon Plante en jeu. Prenez au hasard un Pokémon Plante pouvant faire évoluer ce Pokémon dans votre deck, puis placez-le sur ce Pokémon pour le faire évoluer. Vous ne pouvez utiliser cette carte ni pendant votre premier tour ni sur un Pokémon qui a été mis en jeu pendant ce tour.",,,,,,0,Studio Bora Inc.,,pokekalos
PKT-B1a-068,B1a,68,Lem,Clemont,dresseur-supporter,diamant,,,,,,,,"Ajoutez 2 cartes au hasard parmi Magnéton, Iguolta, et Sac de Lem de votre deck à votre main.",,,,,,0,Teeziro,,pokekalos
PKT-B1a-069,B1a,69,Serena,Serena,dresseur-supporter,diamant,,,,,,,,Ajoutez au hasard un Pokémon-exMéga-Évolution de votre deck à votre main.,,,,,,0,En Morikura,,pokekalos
PKT-B1a-070,B1a,70,Migalos,Ariados,pokemon,etoile,plante,90,Territoire Piégé,Le Coût de Retraite du Pokémon Actif de votre adversaire est augmenté de 1.,Transpercement,plante,30,,,,,,feu,1,KEIICHIRO ITO,,pokekalos
PKT-B1a-071,B1a,71,Héliatronc,Sunflora,pokemon,etoile,plante,100,,,Rayon de Croissance,plante,30,"Si Extrait de Croissance est dans votre pile de défausse, cette attaque inflige 30 dégâts supplémentaires.",,,,,feu,2,OKACHEKE,,pokekalos
PKT-B1a-072,B1a,72,Symbios,Reuniclus,pokemon,etoile,psy,90,Amplification Infinie,Chaque Énergie Psy attachée à ce Pokémon lui ajoute 30 PV.,Coup de Poing Psy,incolore|incolore|incolore,90,,,,,,obscurite,3,chibi,,pokekalos
PKT-B1a-073,B1a,73,Xerneas,Xerneas,pokemon,etoile,psy,120,,,Géo-Éclat,psy|psy|incolore,120,Les dégâts infligés par cette attaque sont réduits du montant des dégâts déjà subis par ce Pokémon.,,,,,metal,2,mashu,,pokekalos
PKT-B1a-074,B1a,74,Miamiasme,Trubbish,pokemon,etoile,obscurite,70,,,Gluant,obscurite|incolore,30,,,,,,combat,1,Saboteri,,pokekalos
PKT-B1a-075,B1a,75,Laporeille,Buneary,pokemon,etoile,incolore,60,,,Double Pied,incolore,20,Lancez 2 pièces. Cette attaque inflige 20 dégâts pour chaque côté face.,,,,,combat,1,Terada Tera,,pokekalos
PKT-B1a-076,B1a,76,Méga-Florizarre-ex,Mega Venusaur ex,pokemon,etoile,plante,240,,,Floraison Fatale,plante|plante|incolore|incolore,120,Le Pokémon Actif de votre adversaire est maintenant Empoisonnés et Endormi.,,,,,feu,4,PLANETA CG Works,,pokekalos
PKT-B1a-077,B1a,77,Méga-Dracaufeu Y-ex,Mega Charizard Y ex,pokemon,etoile,feu,220,,,Plongeon Écarlate,feu|feu|feu|incolore,250,Ce Pokémon s'inflige aussi 50 dégâts.,,,,,eau,2,PLANETA Igarashi,,pokekalos
PKT-B1a-078,B1a,78,Méga-Tortank-ex,Mega Blastoise ex,pokemon,etoile,eau,230,,,Triple Bombardement,eau|eau|incolore,130,"Si ce Pokémon a au moins 3 Énergies Eau de plus, cette attaque inflige également 50 dégâts à deux des Pokémon de Banc de votre adversaire.",,,,,electrique,3,PLANETA CG Works,,pokekalos
PKT-B1a-079,B1a,79,Méga-Lockpin-ex,Mega Lopunny ex,pokemon,etoile,combat,190,,,Pieds Vifs,combat|combat,90,Lancez 2 pièces. Cette attaque inflige 90 dégâts pour chaque côté face. Le Pokémon Actif de votre adversaire est maintenant Confus.,,,,,psy,1,PLANETA Yamashita,,pokekalos
PKT-B1a-080,B1a,80,Méga-Steelix-ex,Mega Steelix ex,pokemon,etoile,metal,220,,,Roulade Diamantine,metal|metal|incolore|incolore,120,"Pendant le prochain tour de votre adversaire, ce Pokémon subit − 20 dégâts provenant des attaques et n'a pas de Faiblesse.",,,,,feu,4,PLANETA CG Works,,pokekalos
PKT-B1a-081,B1a,81,Lem,Clemont,dresseur-supporter,etoile,,,,,,,,"Ajoutez 2 cartes au hasard parmi Magnéton, Iguolta, et Sac de Lem de votre deck à votre main.",,,,,,0,Teeziro,,pokekalos
PKT-B1a-082,B1a,82,Serena,Serena,dresseur-supporter,etoile,,,,,,,,Ajoutez au hasard un Pokémon-exMéga-Évolution de votre deck à votre main.,,,,,,0,En Morikura,,pokekalos
PKT-B1a-083,B1a,83,Méga-Florizarre-ex,Mega Venusaur ex,pokemon,etoile,plante,240,,,Floraison Fatale,plante|plante|incolore|incolore,120,Le Pokémon Actif de votre adversaire est maintenant Empoisonnés et Endormi.,,,,,feu,4,Mori Yuu,,pokekalos
PKT-B1a-084,B1a,84,Méga-Tortank-ex,Mega Blastoise ex,pokemon,etoile,eau,230,,,Triple Bombardement,eau|eau|incolore,130,"Si ce Pokémon a au moins 3 Énergies Eau de plus, cette attaque inflige également 50 dégâts à deux des Pokémon de Banc de votre adversaire.",,,,,electrique,3,Kazumasa Yasukuni,,pokekalos
PKT-B1a-085,B1a,85,Méga-Lockpin-ex,Mega Lopunny ex,pokemon,etoile,combat,190,,,Pieds Vifs,combat|combat,90,Lancez 2 pièces. Cette attaque inflige 90 dégâts pour chaque côté face. Le Pokémon Actif de votre adversaire est maintenant Confus.,,,,,psy,1,DOM,,pokekalos
PKT-B1a-086,B1a,86,Méga-Steelix-ex,Mega Steelix ex,pokemon,etoile,metal,220,,,Roulade Diamantine,metal|metal|incolore|incolore,120,"Pendant le prochain tour de votre adversaire, ce Pokémon subit − 20 dégâts provenant des attaques et n'a pas de Faiblesse.",,,,,feu,4,matazo,,pokekalos
PKT-B1a-087,B1a,87,Méga-Dracaufeu Y-ex,Mega Charizard Y ex,pokemon,etoile,feu,220,,,Plongeon Écarlate,feu|feu|feu|incolore,250,Ce Pokémon s'inflige aussi 50 dégâts.,,,,,eau,2,Nurikabe,,pokekalos
PKT-B1a-088,B1a,88,Mystherbe,Oddish,pokemon,shiny,plante,50,,,Poudre Toxik,plante,10,Le Pokémon Actif de votre adversaire est maintenant Empoisonnés.,,,,,feu,1,Souichirou Gunjima,,pokekalos
PKT-B1a-089,B1a,89,Ortide,Gloom,pokemon,shiny,plante,80,,,Enjambée de Feuillage,plante|plante,40,,,,,,feu,1,Souichirou Gunjima,,pokekalos
PKT-B1a-090,B1a,90,Rafflesia,Vileplume,pokemon,shiny,plante,140,,,Senteur Apaisante,plante|plante|incolore,80,Le Pokémon Actif de votre adversaire est maintenant Endormi.,,,,,feu,3,Souichirou Gunjima,,pokekalos
